CustomerID,Gender,Amt_Purchased,Last_Purchase,Frequency,First_Purchase,ChildBks,YouthBks,CookBks,DIYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence
480,1,118,8,2,10,0,0,0,0,0,0,0,0,0,0,0
484,1,329,12,8,36,0,1,0,0,1,0,1,0,0,0,0
505,1,350,4,5,16,0,0,2,0,0,0,0,1,0,0,0
506,1,235,14,1,14,0,0,1,0,0,0,0,0,0,0,0
553,1,126,16,8,48,2,1,1,2,0,0,2,1,0,0,0
557,0,274,34,2,40,1,0,0,1,0,0,0,0,0,0,0
560,1,299,12,3,26,0,0,0,0,0,0,2,0,0,0,0
565,0,294,10,3,20,0,1,0,0,1,0,0,0,0,0,0
567,1,135,16,8,60,3,1,0,1,0,2,1,0,0,2,0
579,0,230,10,2,14,1,0,0,0,0,0,0,0,0,0,0
582,1,140,2,1,2,0,0,0,0,0,0,0,0,0,0,1
585,1,307,24,9,46,3,2,0,2,2,0,0,0,0,0,0
592,1,201,8,1,8,0,0,0,0,0,0,0,0,0,0,0
594,1,193,16,2,20,1,0,0,0,0,1,0,0,0,0,0
609,1,112,36,1,36,0,0,1,0,0,0,0,0,0,0,0
612,0,277,14,1,14,0,0,1,0,0,0,0,0,0,0,0
619,1,49,10,2,14,0,0,0,1,0,0,0,0,0,0,0
625,1,149,6,3,18,0,0,0,0,1,0,0,0,0,0,0
633,1,294,24,2,30,0,0,1,0,1,0,0,0,0,0,0
644,1,302,6,5,20,0,0,1,0,0,1,0,0,0,0,0
649,1,138,22,1,22,1,0,0,0,0,0,0,0,0,0,0
650,1,195,12,2,16,0,0,0,0,1,0,0,0,0,0,0
658,1,101,16,2,22,0,0,2,0,0,0,0,0,0,0,0
687,0,178,26,8,56,1,1,2,0,0,2,2,1,0,1,0
706,1,128,10,2,16,1,0,0,0,0,0,0,0,0,0,0
708,0,277,30,11,78,2,0,1,1,2,2,3,0,0,0,1
712,1,306,10,2,16,0,0,0,0,0,1,0,0,0,0,0
721,1,292,32,2,40,0,0,0,1,0,1,0,0,0,1,0
723,1,215,2,8,36,0,0,0,0,1,3,2,0,0,0,1
743,1,240,20,1,20,1,0,0,0,0,0,0,0,0,0,0
759,0,208,4,1,4,0,0,0,0,0,0,0,0,0,0,0
761,1,141,10,1,10,0,0,0,0,0,0,0,0,0,0,0
764,0,253,2,1,2,0,0,0,0,0,0,0,0,0,0,0
775,1,258,14,5,36,0,0,4,0,1,0,0,0,0,0,0
795,1,453,14,12,82,1,1,3,1,3,0,3,1,1,0,0
800,1,240,12,1,12,0,0,0,0,0,0,0,0,0,0,0
803,0,187,10,7,30,0,1,1,0,0,1,2,0,0,0,1
808,0,271,10,2,18,1,0,0,0,0,0,0,0,0,0,0
844,1,288,22,1,22,0,0,1,0,0,0,0,0,0,0,0
850,0,194,12,10,62,3,1,2,1,1,0,1,0,0,0,0
874,1,274,14,11,68,4,1,2,1,0,1,2,2,0,1,0
876,0,176,6,7,20,2,1,1,0,0,0,0,1,0,0,0
883,1,182,4,10,34,2,2,0,1,0,0,1,0,0,0,0
903,0,64,6,2,8,0,0,0,0,0,0,0,0,0,0,0
910,0,95,2,1,2,0,0,0,0,0,0,0,0,0,0,0
915,1,308,16,1,16,0,0,1,0,0,0,0,0,0,0,0
931,1,166,16,1,16,0,0,1,0,0,0,0,0,0,0,0
940,1,224,28,2,32,0,0,0,1,0,1,0,0,0,1,0
942,0,123,14,4,32,1,0,1,0,0,1,0,0,0,0,0
950,1,75,14,1,14,0,1,0,0,0,0,0,0,0,0,0
954,1,137,16,1,16,0,0,0,0,1,0,0,0,0,0,0
966,1,266,2,6,30,1,1,0,0,0,1,1,0,0,0,0
985,1,258,12,1,12,0,0,0,0,0,0,0,0,0,0,0
999,1,419,14,8,48,1,1,4,1,0,0,1,0,0,0,0
1002,0,196,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1010,1,31,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1011,1,284,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1012,1,268,14,2,18,1,0,0,0,0,1,0,0,0,0,0
1048,1,189,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1054,0,74,32,2,36,0,0,1,0,0,0,1,0,0,0,0
1075,1,145,16,2,22,1,1,0,0,0,0,0,0,0,0,0
1076,0,139,30,2,34,0,0,1,0,1,0,0,0,1,0,0
1082,1,252,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1087,1,60,34,1,34,0,0,0,0,1,0,0,0,0,0,0
1088,0,98,12,2,16,1,0,0,0,0,0,0,0,0,0,0
1093,1,263,12,8,58,1,1,3,0,0,1,1,0,0,0,0
1095,1,312,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1101,1,257,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1103,1,205,4,2,6,0,0,0,0,0,0,0,0,0,0,0
1119,1,285,22,1,22,0,0,1,0,0,0,0,0,0,0,0
1121,1,122,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1123,1,363,2,12,28,0,1,2,1,0,1,1,1,0,0,0
1131,1,302,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1138,1,51,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1141,1,35,18,2,22,1,0,1,0,0,0,0,1,0,0,0
1142,0,150,2,10,28,1,1,1,2,1,0,0,0,1,0,0
1149,1,136,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1151,1,244,32,1,32,0,0,1,0,0,0,0,0,0,0,0
1160,1,64,32,1,32,0,0,0,0,0,0,1,0,0,0,0
1161,1,89,4,2,6,0,0,0,0,0,0,0,0,0,0,1
1169,1,265,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1170,0,163,14,1,14,0,0,0,0,0,0,0,0,0,0,0
1172,1,216,14,2,20,1,0,1,0,0,0,0,0,0,0,0
1185,1,283,14,9,46,1,2,3,0,2,0,1,2,1,0,0
1195,1,294,14,2,22,0,1,0,0,1,0,0,0,0,0,0
1222,1,307,36,5,60,1,0,2,0,0,0,2,1,0,0,0
1227,1,131,16,1,16,0,0,0,0,0,1,0,0,0,0,0
1230,1,359,18,9,48,1,0,3,2,0,2,1,0,0,0,0
1238,0,101,14,4,26,0,2,0,0,2,0,0,0,0,0,0
1248,1,246,18,1,18,0,0,0,1,0,0,0,0,0,0,0
1253,0,285,12,2,14,1,0,0,0,0,0,0,0,0,0,0
1261,1,157,26,1,26,1,0,0,0,0,0,0,0,0,0,0
1263,1,120,8,5,24,0,0,0,2,0,0,0,0,0,0,0
1283,1,217,14,2,20,1,0,0,0,1,0,0,0,0,0,0
1300,1,200,4,9,30,2,2,1,0,2,0,0,0,0,0,0
1313,1,100,12,4,32,0,0,0,2,1,0,0,0,0,0,0
1319,1,309,4,11,40,1,1,2,2,0,0,1,1,0,0,0
1323,0,354,6,10,56,1,3,4,1,0,0,0,0,0,0,0
1329,1,163,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1333,1,66,12,2,20,0,0,1,0,0,0,0,0,0,0,0
1352,1,169,16,4,34,1,0,0,0,0,0,3,0,0,0,0
1353,1,224,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1357,0,222,16,2,20,0,1,1,0,0,0,0,1,0,0,0
1364,1,477,20,12,68,2,1,5,0,0,1,3,1,0,0,0
1366,1,143,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1371,1,295,32,2,40,2,0,0,0,0,0,0,0,0,0,0
1392,1,69,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1394,1,275,8,10,62,1,1,1,2,1,2,0,1,1,2,0
1406,1,54,12,3,24,1,0,0,0,0,1,0,0,0,0,0
1411,0,201,34,6,54,3,1,0,0,1,0,1,0,0,0,0
1442,1,149,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1455,1,364,14,8,54,2,2,2,0,0,1,1,1,0,0,0
1474,0,86,14,5,40,1,0,0,0,2,2,0,0,0,0,1
1484,1,151,12,4,34,0,1,0,1,1,0,0,0,0,0,0
1486,1,229,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1494,1,227,2,9,42,1,0,0,1,0,2,0,0,0,0,0
1496,1,246,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1505,1,43,10,2,16,1,0,0,0,0,0,0,0,0,0,0
1515,1,158,12,2,14,0,1,0,0,0,0,0,0,0,0,0
1518,0,327,16,2,24,0,0,0,1,0,0,1,0,0,0,0
1521,1,164,2,3,16,1,0,0,0,0,0,0,0,0,0,1
1526,0,158,6,9,56,1,1,1,1,1,0,3,0,0,0,1
1529,0,206,10,2,16,1,0,0,0,0,0,0,0,0,0,0
1530,1,319,4,2,10,0,0,0,0,0,0,0,0,0,0,0
1531,0,39,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1543,1,295,6,2,14,0,0,1,0,0,0,0,0,0,0,0
1552,1,178,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1554,1,128,32,5,48,1,0,1,0,0,0,3,0,0,0,0
1577,1,311,2,9,34,2,1,2,2,0,0,0,0,0,0,0
1610,0,391,8,9,48,1,1,2,1,3,0,0,0,0,0,0
1641,0,88,18,2,22,1,0,0,0,1,0,0,0,0,0,0
1652,1,97,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1671,0,250,12,12,36,1,1,3,2,1,3,0,1,1,1,1
1672,1,102,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1685,1,273,14,2,20,0,0,0,1,0,1,0,0,0,0,0
1690,1,362,14,5,42,1,0,2,0,1,0,1,1,1,0,0
1705,0,271,12,2,14,0,1,0,0,0,0,0,0,0,0,0
1740,0,24,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1741,1,280,14,2,22,0,0,1,0,0,0,0,0,0,0,0
1748,1,203,18,1,18,0,0,1,0,0,0,0,0,0,0,0
1749,1,304,16,2,18,1,0,0,1,0,0,0,0,0,0,0
1766,0,164,12,3,24,0,1,1,0,0,0,0,0,0,0,0
1784,1,32,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1785,1,178,30,2,34,0,0,1,0,0,0,1,0,0,0,0
1788,1,130,12,1,12,0,0,0,0,0,0,0,0,0,0,1
1796,0,177,30,9,76,1,2,2,1,1,2,0,0,0,0,0
1799,1,90,10,2,14,0,1,0,0,0,0,0,0,0,0,0
1805,1,292,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1813,1,226,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1815,1,73,12,2,18,0,1,0,0,0,0,0,0,0,0,0
1817,0,123,4,2,10,0,0,0,0,0,0,0,0,0,0,0
1825,1,432,12,11,76,3,2,2,0,0,1,2,0,0,0,0
1837,1,218,22,1,22,0,0,0,1,0,0,0,0,0,0,0
1838,1,448,12,12,48,4,5,1,0,0,1,0,1,0,1,0
1844,1,37,16,2,22,0,0,0,2,0,0,0,0,0,0,0
1845,1,246,6,9,40,1,2,4,0,1,0,0,0,0,0,0
1846,0,200,8,3,24,0,1,0,0,0,0,1,0,0,0,0
1858,1,220,16,3,24,1,0,2,0,0,0,0,1,0,0,0
1878,0,238,24,1,24,0,0,0,0,0,1,0,0,0,0,0
1886,0,152,16,9,66,0,1,4,0,2,1,1,0,0,0,0
1889,1,361,6,6,36,1,0,2,0,0,1,1,1,0,1,1
1923,0,60,14,4,32,1,1,2,0,0,0,0,1,0,0,0
1941,0,438,12,11,76,4,0,2,4,0,0,0,1,0,0,0
1960,1,58,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1962,0,61,10,3,20,2,0,0,0,0,0,0,0,0,0,0
1977,1,194,14,2,22,0,0,0,0,0,2,0,0,0,0,0
1984,1,239,8,1,8,0,0,0,0,0,0,0,0,0,0,0
2020,1,68,16,1,16,0,0,0,0,0,1,0,0,0,0,0
2046,1,88,16,1,16,0,0,0,1,0,0,0,0,0,0,0
2052,1,300,14,1,14,0,0,1,0,0,0,0,0,0,0,0
2062,0,363,14,7,42,1,2,1,1,1,0,1,0,0,0,0
2065,1,234,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2068,1,191,6,1,6,0,0,0,0,0,0,0,0,0,0,0
2073,1,178,26,2,28,0,0,0,1,1,0,0,0,0,0,0
2074,1,146,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2079,0,374,36,11,66,3,1,2,1,2,0,2,0,0,0,0
2081,0,109,14,2,20,0,0,1,0,1,0,0,0,0,0,0
2096,1,120,14,1,14,0,0,1,0,0,0,0,0,0,0,0
2099,1,210,16,1,16,1,0,0,0,0,0,0,0,0,0,0
2108,0,282,14,2,18,0,0,0,1,0,1,0,0,0,0,0
2119,1,260,32,1,32,0,0,0,0,0,0,1,0,0,0,0
2121,1,340,12,6,30,2,1,1,0,0,0,1,0,0,0,0
2124,1,441,10,12,72,2,1,0,2,1,2,3,0,0,0,1
2171,0,95,8,2,12,0,0,0,0,0,0,0,0,0,0,0
2172,0,34,10,2,16,1,0,0,0,0,0,0,0,0,0,0
2183,1,125,32,1,32,0,0,0,0,0,0,1,0,0,0,0
2184,1,329,14,3,24,0,0,1,0,0,2,0,0,0,0,0
2185,1,79,16,1,16,0,0,1,0,0,0,0,0,0,0,0
2198,1,96,26,2,28,0,0,0,0,1,0,1,0,0,0,0
2203,1,173,20,2,28,0,0,1,1,0,0,0,0,0,0,0
2204,1,364,16,8,60,0,1,3,0,0,1,3,0,0,0,0
2213,0,212,16,5,38,1,0,1,2,0,0,1,1,0,0,1
2226,1,124,16,2,22,2,0,0,0,0,0,0,0,0,0,0
2227,1,167,18,5,32,1,0,1,3,0,0,0,0,0,0,0
2238,1,80,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2245,1,318,8,2,10,0,0,0,0,0,0,0,0,0,0,0
2253,1,260,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2262,0,148,6,4,20,0,0,0,0,0,1,0,0,0,0,1
2263,0,243,4,1,4,0,0,0,0,0,0,0,0,0,0,0
2268,0,40,22,1,22,0,0,0,1,0,0,0,0,0,0,0
2294,1,121,12,5,32,1,0,0,1,0,0,0,0,0,0,0
2296,1,384,10,8,46,3,0,1,1,1,1,0,0,0,0,0
2299,1,90,10,5,38,0,0,2,0,0,0,1,1,0,0,0
2304,1,107,14,6,36,1,0,2,0,2,0,1,0,0,0,0
2313,1,53,12,2,14,0,0,1,0,0,0,0,0,0,0,0
2324,1,232,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2339,0,329,16,5,36,2,0,1,1,0,1,0,0,0,0,0
2341,0,90,12,3,26,1,0,0,0,1,0,0,0,0,0,0
2342,1,192,34,6,52,0,0,3,2,0,1,0,0,0,0,0
2376,0,419,14,12,50,2,0,4,1,2,1,2,2,1,1,0
2377,1,153,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2382,1,305,16,8,60,2,0,0,2,2,0,2,0,0,0,0
2383,1,218,14,8,48,1,0,3,1,0,1,2,0,0,0,0
2385,1,33,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2392,0,135,16,4,26,0,0,2,0,1,0,1,0,0,0,0
2394,1,320,6,2,12,0,0,0,0,0,0,0,0,0,0,0
2431,1,174,16,2,22,0,0,0,0,1,0,1,0,0,0,1
2435,1,285,6,9,56,1,1,2,1,0,0,2,1,0,0,0
2471,0,208,4,2,8,0,0,0,0,0,0,0,0,0,0,0
2473,1,45,26,2,34,2,0,0,0,0,0,0,0,0,0,0
2475,0,77,8,1,8,0,0,0,0,0,0,0,0,0,0,0
2503,0,90,10,2,14,1,0,0,0,0,0,0,0,0,0,0
2505,1,297,8,7,22,0,2,1,0,0,1,0,0,0,0,0
2506,1,347,10,6,28,2,0,1,1,0,0,0,1,0,0,0
2508,1,188,36,6,62,2,0,2,0,0,1,1,0,0,0,0
2523,1,252,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2527,0,415,16,12,68,5,0,0,2,1,1,3,0,0,0,1
2532,1,146,14,2,18,0,1,1,0,0,0,0,0,0,0,0
2536,1,142,4,2,6,0,0,0,0,0,0,0,0,0,0,0
2541,1,232,26,2,30,0,0,1,0,1,0,0,0,0,0,0
2591,0,326,22,4,38,2,0,0,1,0,0,1,0,0,0,0
2594,1,131,8,6,30,0,1,1,1,0,0,0,0,0,0,0
2603,0,166,16,1,16,0,0,0,0,0,0,1,0,0,0,0
2604,1,44,16,2,18,0,0,1,0,1,0,0,0,0,0,0
2624,1,159,34,1,34,0,0,1,0,0,0,0,0,0,0,0
2641,0,210,34,1,34,0,0,1,0,0,0,0,0,0,0,0
2649,1,143,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2660,0,212,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2668,1,201,32,1,32,1,0,0,0,0,0,0,0,0,0,0
2673,1,110,10,6,28,0,2,1,0,1,0,0,0,0,0,0
2676,1,18,16,1,16,0,1,0,0,0,0,0,0,0,0,0
2684,1,267,16,2,18,0,0,2,0,0,0,0,0,0,0,0
2687,1,38,4,1,4,0,0,0,0,0,0,0,0,0,0,0
2699,1,284,10,5,20,0,1,2,0,1,0,0,0,0,0,0
2707,1,332,12,10,48,2,1,3,1,0,1,0,1,0,1,0
2726,1,124,4,1,4,0,0,0,0,0,0,0,0,0,0,0
2727,0,192,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2731,1,267,12,6,38,1,2,1,0,1,0,0,1,1,0,0
2739,1,324,10,2,14,1,0,0,0,0,0,0,0,0,0,0
2761,1,199,4,10,34,3,0,2,1,2,1,0,0,0,0,0
2771,0,356,4,6,22,1,0,0,1,0,0,0,0,0,0,1
2773,1,475,4,12,52,4,0,2,2,1,0,1,0,0,0,0
2798,1,258,14,2,18,1,0,0,0,1,0,0,0,0,0,0
2812,0,268,12,7,46,0,0,2,1,1,2,0,1,0,0,1
2819,1,101,10,2,18,0,1,0,0,0,0,0,0,0,0,0
2828,1,238,8,4,28,1,0,0,0,1,1,0,0,1,1,0
2829,1,305,14,8,56,0,1,4,2,0,0,1,0,0,0,0
2830,0,269,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2846,1,240,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2847,1,218,24,2,30,1,0,1,0,0,0,0,0,0,0,0
2851,0,155,30,6,44,1,0,3,0,0,0,2,0,0,0,1
2859,0,285,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2873,1,317,14,9,64,1,3,1,2,0,1,1,0,0,0,0
2875,0,361,16,11,80,2,1,6,0,2,0,0,0,0,0,0
2889,1,370,10,8,50,2,0,2,0,0,1,1,0,0,0,0
2891,0,339,8,7,46,1,1,0,2,1,1,0,0,0,0,0
2901,0,48,10,1,10,0,0,0,0,0,0,0,0,0,0,1
2904,0,169,14,3,24,0,0,0,0,1,2,0,0,1,1,1
2907,1,75,4,2,10,0,0,0,0,0,0,0,0,0,0,0
2924,0,133,16,3,26,0,1,0,1,1,0,0,0,0,0,0
2927,1,330,14,6,34,3,0,0,0,3,0,0,0,1,0,0
2934,0,102,8,5,26,1,1,1,1,0,0,0,0,0,0,0
2959,1,311,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2974,1,316,16,3,30,0,0,2,0,0,0,1,0,0,0,0
2981,1,230,2,12,32,0,4,2,1,0,0,0,2,0,0,0
2990,1,246,34,2,40,0,0,0,0,0,0,2,0,0,0,0
2993,0,219,10,6,28,2,0,1,0,0,1,1,1,0,1,1
3008,1,127,4,2,6,0,0,0,0,0,0,0,0,0,0,0
3012,1,256,16,4,36,2,0,0,1,0,1,0,0,0,0,0
3014,0,369,16,6,40,1,0,3,0,1,0,1,1,1,0,1
3016,1,269,32,1,32,0,1,0,0,0,0,0,0,0,0,0
3024,1,248,16,7,44,1,1,3,0,0,1,1,1,0,0,0
3030,1,293,18,9,42,2,0,1,1,2,1,2,0,0,0,0
3043,1,211,28,1,28,0,0,1,0,0,0,0,0,0,0,0
3047,1,82,16,3,26,0,1,0,0,0,1,1,0,0,0,0
3048,0,304,20,2,22,0,0,2,0,0,0,0,0,0,0,0
3054,1,177,8,1,8,0,0,0,0,0,0,0,0,0,0,0
3055,0,248,16,8,38,3,0,2,1,0,1,1,0,0,0,1
3057,1,86,6,1,6,0,0,0,0,0,0,0,0,0,0,0
3058,1,149,16,2,18,1,0,0,0,0,0,1,0,0,0,0
3067,0,158,32,2,34,0,0,1,1,0,0,0,0,0,0,0
3069,1,212,32,2,38,0,0,2,0,0,0,0,1,0,0,0
3072,1,422,18,9,56,3,0,5,1,0,0,0,0,0,0,0
3073,1,277,14,2,20,1,0,1,0,0,0,0,1,0,0,0
3078,1,222,10,2,14,0,0,0,0,0,0,0,0,0,0,0
3093,0,177,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3094,0,230,2,1,2,0,0,0,0,0,0,0,0,0,0,1
3099,0,248,34,7,52,4,0,0,1,1,1,0,0,0,0,0
3102,0,24,8,1,8,0,0,0,0,0,0,0,0,0,0,0
3105,1,130,2,2,8,0,0,0,0,0,0,0,0,0,0,0
3107,1,34,2,1,2,0,0,0,0,0,0,0,0,0,0,0
3138,1,145,4,2,12,0,0,0,0,0,0,0,0,0,0,0
3153,1,121,26,1,26,1,0,0,0,0,0,0,0,0,0,0
3155,1,424,10,11,64,0,4,2,1,0,1,2,0,0,0,0
3159,1,233,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3196,1,221,10,2,12,0,0,0,0,0,0,0,0,0,0,0
3231,1,287,6,9,38,1,1,2,0,0,1,2,0,0,0,0
3233,1,206,16,2,24,0,0,0,0,0,1,1,0,0,0,0
3241,0,148,6,1,6,0,0,0,0,0,0,0,0,0,0,0
3244,1,345,6,5,20,0,0,2,0,1,0,0,0,0,0,0
3251,0,173,14,2,20,0,0,0,1,1,0,0,0,0,0,0
3256,1,240,16,11,76,5,1,1,2,1,1,0,0,0,0,0
3270,1,223,10,6,24,0,0,2,1,1,0,0,0,0,0,0
3293,0,74,4,2,6,0,0,0,0,0,0,0,0,0,0,0
3308,1,246,10,8,32,3,0,0,1,1,1,0,0,0,0,0
3309,0,148,16,1,16,0,0,1,0,0,0,0,0,0,0,0
3329,1,54,8,1,8,0,0,0,0,0,0,0,0,0,0,0
3338,1,189,14,1,14,1,0,0,0,0,0,0,0,0,0,0
3340,1,26,16,1,16,0,0,0,0,1,0,0,0,0,0,0
3367,1,99,4,1,4,0,0,0,0,0,0,0,0,0,0,0
3369,0,249,14,8,40,1,1,3,0,0,1,2,1,0,0,0
3375,1,137,16,1,16,0,0,1,0,0,0,0,0,0,0,0
3377,0,221,2,8,20,1,0,0,2,0,1,0,0,0,0,0
3407,1,180,4,2,6,0,0,0,0,0,0,0,0,0,0,0
3412,0,404,28,11,88,3,1,1,0,2,1,3,0,0,0,0
3471,1,329,12,2,14,0,0,1,0,0,0,0,0,0,0,0
3493,1,198,26,2,30,1,0,0,0,0,1,0,0,0,0,0
3504,1,252,14,1,14,0,0,0,1,0,0,0,0,0,0,0
3517,1,379,24,10,60,2,1,1,1,0,2,3,0,0,1,0
3526,1,300,16,2,18,1,0,0,0,0,1,0,0,0,0,0
3531,1,364,14,8,52,3,0,1,1,2,1,0,0,0,0,0
3533,1,253,6,12,38,7,0,1,1,0,0,2,0,0,0,0
3554,0,232,8,1,8,0,0,0,0,0,0,0,0,0,0,0
3566,1,128,16,2,20,1,0,0,1,0,0,0,0,0,0,0
3569,1,266,10,4,32,0,0,0,0,2,1,0,0,1,1,0
3590,1,106,16,1,16,0,0,1,0,0,0,0,0,0,0,0
