ID,Age,Gender,Member_Tenure,Avg_Visits_Per_Month,Class_Attendance,Used_PT_Sessions,Has_App,Signed_Up_PT
45,20,1,55,10.17173590027696,3,3,0,0
46,27,1,42,6.2827472426598625,4,0,0,0
47,30,0,18,4.3186125892699385,4,1,1,0
48,45,0,4,9.207919870976012,4,2,1,0
49,38,0,47,2.6848101046530637,8,1,1,0
50,17,1,43,9.02724074230497,4,1,1,0
51,38,1,22,4.6031626113653115,2,2,1,0
52,31,1,3,3.961171630304422,1,1,0,0
53,28,0,15,8.179558884139052,2,2,1,0
54,41,1,35,7.4823462274553965,0,1,1,0
55,45,0,47,12.37036835327152,4,1,1,1
56,44,0,38,4.145596249632142,3,1,1,0
57,26,1,33,12.125163473494126,1,2,0,0
58,31,1,14,4.5870661871921685,3,2,0,0
59,38,1,48,10.758327249275121,6,0,1,0
60,44,0,1,11.318277568560122,4,1,1,0
61,30,0,53,8.964376357672776,1,0,1,0
62,33,0,49,5.627138358384757,1,2,1,0
63,23,0,26,3.4311365841306554,3,4,1,0
64,23,1,8,2.1446705492144593,3,1,0,0
65,43,1,50,13.556872862212655,7,0,1,1
66,48,1,16,7.10943531880409,5,2,0,0
67,34,0,38,4.685997356817454,7,2,1,0
68,45,1,10,4.570518181879759,3,1,1,0
69,38,0,42,8.503587180820281,2,3,1,0
70,28,1,37,6.815443689187726,4,4,0,0
71,38,0,26,2.2421222634290956,2,1,1,0
72,50,0,28,10.593622008390348,6,2,1,0
73,34,1,12,9.004950666493773,3,4,1,0
74,50,1,20,13.519732997506651,1,1,1,0
75,8,0,49,11.422374342663616,2,2,1,0
76,43,0,14,0.0,6,1,1,0
77,35,1,46,12.250921921512688,4,5,0,0
78,32,0,35,11.622473747823612,3,4,1,0
79,35,0,29,5.790881742931999,4,2,0,0
80,15,0,12,6.702272728630762,3,1,0,0
81,32,0,52,9.235175321723725,4,3,1,0
82,38,1,18,4.957354973609515,2,1,1,0
83,49,1,44,7.271813395361509,7,0,1,0
84,29,1,2,11.00011233747774,3,2,1,0
85,26,1,2,9.553183726070241,4,1,1,0
86,29,0,59,5.999645708114782,6,2,0,1
87,44,0,17,11.068281669923675,4,5,1,0
88,38,0,10,8.908685787628793,2,2,1,0
89,29,0,18,8.80611635884062,6,2,1,0
90,40,0,22,6.4552029110563875,2,0,0,0
91,35,1,19,7.9803843689934135,3,2,1,0
92,44,1,58,5.6777255551406824,2,1,0,0
93,27,0,53,2.1783452458890507,4,2,1,0
94,31,1,1,7.160623502903047,6,4,1,0
95,31,1,24,7.633543261715604,2,3,0,0
96,20,1,36,8.411866338462996,2,1,1,0
97,37,1,25,11.636463795105485,6,1,1,0
98,37,1,36,6.04314546581987,2,3,1,0
99,35,1,31,6.896743989455841,1,1,0,0
100,32,1,31,10.298532792863655,6,0,1,0
101,20,1,2,5.742433656254463,4,1,1,0
102,30,0,19,8.461248586425434,4,1,0,0
103,31,0,53,6.775153959306931,2,3,1,0
104,26,1,12,7.269126851865721,1,1,1,0
105,33,0,10,10.27443466763203,4,2,1,0
106,39,0,31,6.87964083205868,5,4,1,0
107,53,1,45,10.372232021719505,5,5,1,0
108,36,0,22,2.1427006753845257,2,4,0,0
109,37,1,23,3.7111559782416164,2,1,1,0
110,34,1,52,1.0453997277534537,3,1,1,0
111,15,1,23,4.502688148499099,7,5,1,1
112,34,0,15,13.570530988547517,3,2,0,0
113,35,0,26,7.947392273949641,5,2,1,0
114,59,1,3,5.836091748627629,4,1,1,0
115,33,1,23,10.34842047497727,2,1,0,0
116,38,1,20,10.772033171771517,0,1,0,0
117,34,0,45,4.337456557812422,4,3,0,0
118,23,0,40,15.494600353922337,0,1,1,0
119,46,1,57,8.828992529003166,1,2,1,0
120,42,0,39,9.207055965363024,1,1,1,0
121,42,1,56,9.491699454073586,6,0,1,1
122,25,0,8,9.485413610137918,2,3,1,0
123,49,0,18,6.135579785856567,7,2,1,0
124,20,0,41,14.337557872888407,4,2,1,0
125,40,0,6,7.144434659769022,6,1,0,0
126,56,1,27,10.872553332929979,5,0,0,0
127,25,1,36,6.575196133336257,1,3,1,0
128,29,0,15,6.043200490690056,4,3,1,0
129,35,1,37,13.70559383975297,3,0,0,0
130,29,0,58,7.67488689014348,5,2,1,0
131,19,1,5,7.897678397031366,1,1,1,0
132,35,0,39,8.85085161651503,3,2,0,0
133,24,1,9,15.805311413962407,5,2,1,1
134,39,1,7,14.50628350376428,3,3,1,0
135,25,1,41,11.851347824977319,0,0,0,0
136,50,1,20,16.560867748221348,2,2,1,1
137,27,1,10,5.166269840237274,2,1,1,0
138,31,1,26,9.967651972074169,3,3,0,0
139,43,1,4,8.227468792941314,4,2,1,0
140,22,1,38,2.69273680389243,4,2,1,0
141,37,1,24,9.389290791991327,3,3,0,0
142,48,0,14,6.527520560257853,0,1,1,0
143,18,1,41,12.600502522940928,2,1,1,0
144,36,0,1,6.814934406684895,2,3,1,0
145,37,1,17,6.6443240923314715,9,2,1,0
146,42,0,45,12.599206477553913,3,1,0,0
147,22,1,24,7.8036380647334855,5,2,0,0
148,21,0,27,11.488633081241467,3,2,1,0
149,40,0,7,9.273078319769898,4,3,1,0
150,37,0,9,9.313314383910418,2,1,1,0
151,37,1,43,7.267857881358781,0,3,1,0
152,38,0,35,9.506630137121023,1,0,1,0
153,28,0,58,7.605524564032324,0,2,1,0
154,37,1,12,5.5885896570308935,2,6,0,0
155,37,1,21,7.6872370540506365,5,1,1,0
156,27,0,3,11.863492366025172,3,1,0,0
157,53,0,15,9.608027676774098,3,1,1,0
158,39,0,21,10.305322193980299,2,2,0,0
159,23,1,10,8.004402114326332,1,3,0,0
160,41,0,33,2.186629531455514,3,0,1,0
161,25,0,46,4.335714504742772,2,2,1,0
162,42,0,59,7.132983339368398,2,2,1,0
163,46,0,52,4.5948129634481365,3,2,1,0
164,26,1,6,6.426927312227684,1,3,1,0
165,44,0,2,6.318336290857394,0,2,1,0
166,39,0,29,6.408773779617302,3,3,1,0
167,43,0,55,12.311509565912337,3,2,1,0
168,53,0,40,7.841065175211411,5,3,1,0
169,32,0,33,10.804010474301602,2,2,0,0
170,27,1,4,8.491834833674078,3,2,1,0
171,26,1,59,12.247239822980339,3,4,1,1
172,26,1,4,11.062938815442877,2,2,1,0
173,34,1,29,6.225452390988298,6,0,1,0
174,38,1,37,13.884888419894537,5,2,1,0
175,37,0,20,6.636432778944751,3,3,1,0
176,43,1,41,8.600001997494983,1,2,1,0
177,35,1,23,9.131080499090983,3,2,1,0
178,49,1,45,9.465094280643493,4,1,1,1
179,32,1,18,10.388539684928704,2,4,1,0
180,62,0,49,5.729646743756927,2,1,1,0
181,41,1,25,10.137005800440102,3,1,1,1
182,26,1,1,9.74343667102602,2,0,1,0
183,24,1,54,8.001416104367255,1,1,1,0
184,39,0,15,7.430769488137817,1,0,1,0
185,32,0,34,5.5756950634228755,3,3,1,0
186,42,0,48,9.441053486373358,3,6,1,0
187,39,1,20,6.018591440125112,3,0,0,0
188,34,0,54,8.713642310598944,0,2,1,0
189,26,0,37,7.696012931545729,4,2,0,0
190,19,1,27,3.997517732752324,3,6,1,0
191,30,0,22,5.19968445838102,5,4,1,0
192,43,1,51,9.214327573320602,8,0,1,0
193,37,0,5,6.427045658091776,3,2,1,0
194,22,1,34,6.324739494537401,2,0,1,0
195,36,1,39,5.708157793266944,5,3,0,1
196,38,1,3,5.8099654314065425,3,2,1,0
197,26,1,17,12.927999553569043,0,2,1,0
198,36,0,24,4.64018258898615,4,2,0,0
199,35,0,24,12.418709736995535,1,3,0,0
200,23,0,3,7.007806337605164,1,5,1,0
201,38,1,45,6.038736522266371,2,3,1,0
202,40,1,7,9.151470691493808,1,4,0,0
203,45,0,25,8.159122352811341,3,2,1,0
204,45,1,56,7.407500147394008,5,2,1,0
205,21,0,3,8.659650891480412,4,2,0,0
206,25,1,15,8.111594590808803,3,2,0,0
207,40,1,29,7.353206745980479,3,1,1,0
208,40,0,50,10.807023137752221,4,2,1,0
209,40,0,29,3.6590698534665194,3,4,0,0
210,73,0,10,5.25600553050676,3,2,1,0
211,40,1,32,5.635354498094255,2,0,1,0
212,46,1,23,4.826190013973273,3,0,0,0
213,44,0,39,8.257779827997219,4,2,1,0
214,41,0,9,9.516258677223476,2,1,0,0
215,31,0,37,2.1124085164372355,8,0,0,0
216,42,1,52,6.577840780892581,2,2,0,0
217,27,1,40,7.035009258352651,1,2,0,0
218,32,0,14,7.142432131527709,8,2,1,0
219,30,1,4,4.144736090400421,2,5,0,1
220,35,1,20,7.060037381517111,3,3,0,0
221,58,0,28,5.266631324389685,1,1,0,0
222,16,0,14,6.996868679896039,3,2,0,0
223,41,1,44,2.8411174440033937,6,1,0,0
224,18,1,34,7.017321729893061,3,1,1,0
225,30,0,13,5.8428992121125205,2,2,1,0
226,45,0,31,7.212556856759336,2,1,1,0
227,35,0,33,8.902378130943422,2,3,1,0
228,24,1,52,7.865794818754338,4,1,1,0
229,27,0,39,10.380185605326673,3,1,1,0
230,41,0,28,6.917700760410973,1,2,0,0
231,27,1,25,9.85665445359528,5,4,1,0
232,37,1,32,11.374961319140493,2,1,1,0
233,35,0,9,8.82127911639186,3,3,0,0
234,28,0,28,7.937606508403366,3,2,1,0
235,56,1,58,9.243086252536365,5,2,1,1
236,41,0,31,8.927250852363372,4,4,1,0
237,14,0,17,11.003729024279775,6,4,1,0
238,36,1,53,10.381398378529596,4,2,0,0
239,28,0,23,10.41748163127432,1,0,0,1
240,43,1,13,8.13207787268543,4,2,0,0
241,27,1,55,9.023679898077452,2,2,0,0
242,33,0,10,8.967578789767902,2,2,1,0
243,40,0,16,4.377861793676887,5,1,0,0
244,43,1,6,11.206748055275936,2,0,0,0
245,22,1,48,2.992128410166594,2,1,0,0
246,31,1,11,10.136559972881113,1,2,1,0
247,30,1,58,8.800988290573125,4,3,1,0
248,28,0,52,7.147135316692384,2,2,1,0
249,52,1,3,9.173570476478753,4,0,1,0
250,39,0,28,9.255707978688346,0,1,1,0
251,22,0,41,4.076600279740771,3,3,1,0
252,44,0,15,12.248378846244517,6,1,1,0
253,56,0,13,8.216414161555,3,3,1,0
254,45,1,42,14.944196913622761,1,0,1,0
255,19,0,52,10.36931308591012,4,3,1,0
256,30,0,56,8.148192040746151,0,1,0,0
257,47,0,45,5.929882142022146,2,3,0,0
258,27,1,17,7.667481388421814,4,3,1,0
259,39,1,7,8.449492185747996,1,2,0,0
260,42,0,28,12.396290462983163,3,1,1,0
261,25,0,38,11.679979502931587,5,1,1,0
262,34,0,13,9.35446544742484,2,2,1,0
263,2,1,17,13.307573507709991,1,2,1,0
264,24,1,15,1.9514566111983438,5,4,1,0
265,32,1,36,9.388362159584924,1,1,1,0
266,22,1,28,11.766955755561304,2,0,1,0
267,51,0,15,9.642313314246652,2,3,0,0
268,20,1,46,4.001576063529504,2,1,1,0
269,30,1,53,12.168329400553382,2,6,0,0
270,36,0,11,10.284045690120303,1,1,1,0
271,49,0,56,9.02903588064038,2,2,1,1
272,20,1,31,8.265073973468217,3,6,0,1
273,46,1,4,13.981106204446263,3,4,0,1
274,35,0,35,9.333552631198856,0,1,1,0
275,25,1,34,7.274241023788509,5,1,1,0
276,39,1,52,5.565864497313321,7,1,1,0
277,36,0,27,10.272587417625843,3,0,1,0
278,28,0,10,10.958700185826803,1,1,1,1
279,35,0,30,8.169546663451069,3,1,1,0
280,31,1,45,6.3266645604617695,1,7,1,1
281,36,0,20,11.99016979463615,3,0,1,0
282,41,0,29,5.337753746909502,3,2,1,0
283,50,1,58,13.908336143995939,1,4,0,1
284,22,1,53,5.796398544955906,5,2,0,0
285,56,0,29,4.165105958453997,4,3,1,0
286,15,0,23,4.5488999079099015,0,0,1,0
287,33,0,57,4.670837515120296,3,0,1,1
288,40,1,50,7.290211687889457,1,4,1,0
289,37,1,21,6.59548245319747,11,2,1,0
290,28,0,48,11.073919474492147,0,2,0,0
291,32,1,43,10.646224445868441,4,0,1,0
292,30,1,10,7.329466822952931,3,2,1,1
293,29,1,41,17.31015321729461,3,4,1,0
294,43,1,12,7.289716799645022,0,1,1,0
295,38,0,30,7.689450934811405,1,5,1,1
296,28,0,51,4.1677461556028454,4,3,0,1
297,43,1,33,7.7583790261250885,7,3,1,1
298,38,1,18,8.8922020741733,1,1,1,0
299,43,1,14,4.447337318318566,0,4,1,0
300,41,0,22,6.503925725570915,2,1,1,0
301,26,1,21,8.98103218992684,4,7,1,1
302,29,1,1,6.42549356269769,2,3,1,0
303,42,0,49,5.797522482887164,3,1,1,0
304,41,0,43,10.346399042611829,3,1,0,0
305,34,1,52,4.153658566600808,1,2,0,0
306,36,1,15,4.736232864219032,3,0,1,0
307,47,0,36,8.53213802175284,2,1,1,0
308,29,1,47,10.53847778822085,4,1,0,0
309,40,0,54,8.91657189867986,4,0,1,0
310,32,0,22,7.328338233931368,2,2,0,0
311,32,1,32,7.0838341423877225,1,1,1,0
312,45,1,58,11.03132564847961,3,2,1,0
313,43,1,46,10.577004298912048,2,1,1,0
314,43,1,54,8.149547755528717,5,1,1,0
315,48,0,33,7.167143902590446,3,1,1,0
316,35,1,58,8.105816577935911,3,2,1,0
317,41,0,41,5.818407654220776,7,2,1,0
318,31,0,59,7.549473045815299,4,0,0,0
319,38,0,39,6.531389984028304,2,1,1,0
320,33,0,23,7.69746554486462,4,1,1,0
321,35,0,43,6.638947191017294,3,2,0,0
322,40,0,55,9.571855621813999,3,0,1,0
323,26,0,2,10.455216199548307,6,2,1,1
324,55,0,2,6.860852539355935,2,2,0,0
325,24,1,38,5.564360993399807,0,5,1,0
326,22,0,55,10.134865202552518,3,2,0,0
327,46,0,51,8.554276438365324,3,2,1,0
328,42,1,29,6.899791764448933,1,0,1,0
329,41,1,52,12.126655740089621,3,0,0,0
330,41,1,46,6.304897218600519,0,0,1,0
331,34,0,3,2.0211910529594714,2,2,1,0
332,26,1,39,5.876121888104006,4,1,1,0
333,35,0,7,12.855135430673938,6,2,1,0
334,28,0,36,7.046888806799578,3,1,1,1
335,44,0,29,6.4536821256921275,3,4,1,0
336,33,1,55,8.079809363760692,0,2,1,1
337,26,0,37,11.033189263678704,7,0,1,0
338,31,0,49,7.751300027848525,3,2,1,0
339,39,0,58,9.774042745725922,4,1,1,0
340,29,1,36,7.432201307189575,5,0,1,0
341,26,1,23,9.797633513439099,2,5,1,0
342,37,0,45,8.540788381704534,0,5,1,0
343,37,1,16,6.806024675332333,1,4,1,1
344,29,1,48,8.77427592980401,1,4,1,0
345,30,1,31,6.372470276855799,2,3,0,0
346,37,0,34,3.8654349445006826,2,2,1,0
347,20,1,50,7.940336618443584,3,3,0,0
348,20,0,1,4.1318769263304524,2,1,1,0
349,27,1,18,9.792288606586663,3,2,1,0
350,32,0,58,7.887527684825541,3,3,1,1
351,38,0,40,12.269875845271502,6,1,1,0
352,49,0,43,7.00928866692726,4,1,1,1
353,43,1,56,7.939918409469428,4,4,1,0
354,33,0,56,3.59112184656046,1,1,1,0
355,34,1,15,4.687720066488363,0,1,1,0
356,24,0,48,2.96383171295442,4,1,0,0
357,34,1,49,11.232481433438494,2,2,1,0
358,32,1,17,6.6213370550176425,7,2,1,0
359,38,1,44,11.981239254180213,3,2,0,0
360,26,1,10,0.0,1,0,0,0
361,40,1,20,12.644223195632325,1,2,1,0
362,50,0,6,7.795931327885365,4,2,0,0
363,33,1,8,9.019542166895993,3,4,1,0
364,39,0,45,4.811171809450493,4,0,1,0
365,41,1,34,9.581869756511981,3,2,0,0
366,30,1,32,6.878257561834368,2,0,1,0
367,37,0,51,4.418137333864301,0,2,1,0
368,35,0,54,4.377000941294196,1,2,1,0
369,35,0,42,4.3239486902531,3,3,0,0
370,27,1,4,9.140718787390488,3,2,1,0
371,35,1,44,6.093105152415206,3,3,1,0
372,39,1,50,3.0797187328704894,1,2,1,0
373,49,1,39,9.107898542113125,6,2,1,0
374,44,1,20,1.481811430392007,2,3,0,0
375,56,0,24,11.987216290982287,2,4,1,0
376,27,0,24,13.959231728819756,5,0,1,0
377,43,1,55,4.062728973419785,4,5,1,0
378,36,1,26,11.15735189484213,4,5,1,1
379,56,1,25,9.047294007216513,2,2,0,0
380,26,0,36,6.49988397035216,8,1,0,0
381,26,0,7,6.639882738110487,5,0,1,0
382,29,0,10,9.963434938730323,5,1,1,0
383,13,0,58,7.880147607189625,7,3,1,0
384,29,0,47,0.21737252807946383,2,1,1,0
385,27,1,12,14.21904320901057,2,2,0,0
386,36,0,1,9.299522557954413,3,0,0,0
387,38,1,52,7.843967657548864,6,1,1,0
388,53,0,50,5.844730280945469,2,6,1,0
389,44,1,25,7.433118489000707,6,2,0,0
390,29,0,16,11.807561776553573,6,4,1,0
391,26,0,5,8.784855303638604,4,2,1,0
392,39,0,19,9.126123873344016,5,0,1,1
393,21,1,4,4.252488141059328,4,1,1,0
394,53,1,6,6.951109171319833,2,1,1,0
395,46,0,26,8.153154520230045,2,5,1,0
396,30,0,49,10.089699030372625,6,1,1,0
397,17,1,39,6.752551370364037,5,1,1,1
398,48,0,56,10.783606296425642,2,1,0,0
399,33,0,55,4.566940374963674,2,2,0,0
400,47,1,39,8.208608969260885,4,1,1,1
401,19,1,9,7.707155363304638,3,2,1,0
402,29,0,45,3.453420615843232,3,1,1,0
403,35,0,52,7.85687552997231,6,2,1,0
404,35,1,14,6.252186438301587,3,4,1,0
405,30,0,48,12.241324182478781,4,0,1,1
406,41,0,55,6.769231892236739,4,1,0,0
407,24,1,9,9.052611603778145,4,1,0,0
408,33,1,15,4.306874051553978,4,3,1,0
409,36,0,37,8.709706680239671,5,3,1,0
410,40,1,50,6.754861074171352,0,4,0,0
411,42,1,53,5.671170548096071,3,2,1,0
412,23,0,20,16.50167669581233,1,3,1,0
413,19,1,8,6.939652913750392,3,3,0,1
414,47,0,32,7.36415321202818,10,0,1,1
415,38,0,47,10.705980358250413,3,2,1,0
416,27,1,21,5.694719955421985,3,1,1,0
417,50,0,57,9.209816832232608,2,2,1,0
418,36,0,41,9.53096123733254,2,1,1,0
419,46,0,19,8.734101279385122,1,2,1,0
420,35,0,29,14.889017947788076,4,1,1,0
421,55,1,58,5.5871928514139935,4,0,1,0
422,52,1,31,12.612801804721936,5,4,1,1
423,32,1,54,9.416421207276699,6,2,1,0
424,44,0,6,10.728348839569806,2,3,1,0
425,41,0,4,9.023703115050282,2,0,1,0
426,48,0,43,13.634832055232561,2,3,0,0
427,25,0,29,7.039766230183615,2,3,1,0
428,41,0,42,9.491660715330106,1,1,0,0
429,45,1,3,11.91641882171203,2,1,0,0
430,17,1,1,6.3234719087862254,4,2,1,1
431,23,1,44,11.001310031890075,4,3,1,0
432,14,0,55,7.944085233216983,3,0,0,0
433,32,1,15,4.295349117996867,2,2,1,0
434,42,0,47,3.6452312643503397,2,1,0,1
435,50,0,21,7.727540499873844,2,1,1,0
436,35,1,46,10.972655364813043,1,0,1,0
437,51,1,58,1.7630913050974488,2,2,0,0
438,21,0,31,8.60135011738654,3,2,1,0
439,17,0,7,10.677131404654723,2,4,1,0
440,34,0,17,4.1661503440364065,3,1,1,0
441,38,1,56,6.098100123109992,5,2,1,0
442,34,0,19,9.717100824732949,5,1,1,0
443,14,1,39,10.545613842025963,1,1,1,0
444,34,0,3,12.812294666597106,3,1,0,0
445,21,0,30,6.240977596099819,6,0,1,0
446,41,0,35,5.553269436685463,3,3,0,0
447,38,1,58,12.958056394045833,3,1,1,0
448,25,0,57,5.7351744014607435,1,2,1,0
449,29,1,29,9.521856522801915,2,2,0,0
450,24,1,50,14.549344569296368,0,1,1,0
451,34,1,52,10.258126080818554,2,2,1,1
452,44,1,54,10.349810650810188,4,4,1,1
453,25,1,14,11.834198314296284,5,1,1,0
454,40,1,35,9.574602733655924,6,0,1,0
455,29,1,28,10.364211204808882,6,2,1,1
456,27,0,58,6.972231157588109,6,2,1,0
457,33,0,30,11.47988740052423,3,2,1,0
458,24,0,26,9.240444847638686,3,1,1,0
459,29,0,7,3.5657927282223785,5,0,0,0
460,23,0,39,8.728831737052447,2,5,1,0
461,54,1,31,1.4910557534463331,4,0,1,0
462,35,0,5,10.141738896976587,4,2,1,0
463,28,0,35,7.2993453692708545,4,1,1,0
464,37,1,50,13.716658001431197,5,3,0,0
465,33,0,47,9.468893794070457,4,2,1,0
466,32,0,52,10.772544773071804,6,2,1,0
467,41,0,14,4.852330249858944,3,3,1,0
468,42,0,36,10.053724175107542,0,2,1,0
469,29,0,27,6.078025932191711,2,0,0,0
470,29,1,24,11.271553024228005,5,5,0,1
471,32,1,40,4.6449433219985545,1,6,1,0
472,11,0,29,8.329422058570799,2,2,1,0
473,19,0,53,4.526352704250233,7,4,1,0
474,48,0,45,8.37742986045588,2,7,0,1
475,51,1,22,14.067460718001744,5,0,1,0
476,32,0,8,10.163804240769581,4,3,1,0
477,40,0,15,7.90211449427193,2,1,1,0
478,38,1,49,0.6135226298448604,2,1,1,0
479,65,0,5,6.3929386455693,1,2,1,0
480,46,0,52,9.423960937272035,0,3,0,0
481,33,0,4,6.467426973192849,2,1,1,0
482,25,1,11,12.281450743890321,3,2,0,0
483,18,1,18,8.21461448735181,3,1,1,0
484,37,1,42,11.23578534833562,2,2,1,0
485,27,0,49,8.614702573931373,3,0,1,0
486,20,1,30,7.172053570679751,2,2,1,0
487,28,1,15,6.586020489288822,5,0,1,0
488,24,1,6,4.963537885033164,2,5,0,0
489,51,0,55,11.289839550386159,3,3,1,0
490,43,1,53,6.715964203837393,1,3,1,0
491,34,0,16,9.566890524849775,4,1,1,0
492,49,0,47,6.422765050195861,0,2,1,0
493,35,1,40,4.750913286223045,1,3,1,0
494,26,0,9,9.665422431876708,6,1,1,0
495,50,1,43,5.7598883111573125,3,1,1,0
496,40,0,59,6.798538265398587,4,1,1,0
497,24,1,34,4.253934543714233,5,0,0,0
498,33,1,27,6.520630245261594,8,3,1,1
499,26,1,13,8.072321504863684,7,1,1,0
500,21,0,36,7.13752705962641,3,1,1,0
501,44,0,27,10.454679849378845,3,3,1,0
502,54,1,9,8.436562229196538,1,1,1,0
503,21,0,5,17.26194143333703,7,1,0,1
504,40,1,51,9.272751763006559,8,0,1,0
505,28,1,22,2.793537394497065,1,3,1,0
506,30,0,31,7.361352752268066,5,0,0,0
507,29,0,3,7.621255556751237,3,2,0,0
508,26,0,30,6.159106284859147,5,2,1,0
509,35,1,21,8.217832502708657,2,4,1,0
510,26,0,35,6.069808813398872,3,3,0,1
511,37,0,6,8.998459396829587,4,2,1,0
512,34,0,28,2.2739368616875293,6,5,1,0
513,32,1,32,11.432475415375745,1,1,1,0
514,25,0,42,3.265128871548768,7,4,1,0
515,29,0,37,7.2093333439503935,3,3,1,0
516,42,1,25,5.801879632708478,4,1,1,0
517,40,1,32,8.91776021314224,6,2,1,0
518,25,1,35,7.4502766677940135,2,1,1,0
519,35,0,22,8.75495199703892,0,3,1,0
520,42,0,24,11.333577234362831,1,3,1,0
521,18,1,39,10.305846313000885,4,1,1,0
522,40,0,54,8.108922025224677,3,3,0,0
523,28,1,30,9.378523299915985,3,3,0,0
524,40,1,50,13.880022556446779,4,4,1,0
525,27,0,32,10.412714884048025,5,3,1,0
526,16,1,31,7.119386197138348,1,4,1,1
527,18,1,23,11.83359301217039,7,2,1,0
528,35,0,40,9.17393096245833,6,1,0,0
529,37,1,33,5.111675446198806,2,1,0,0
530,25,0,25,7.45783312945466,3,2,1,1
531,41,0,36,3.5832279095510815,4,0,0,0
532,18,0,24,1.1449396882038156,1,1,1,0
533,34,1,31,5.152879126353302,4,3,0,0
534,22,1,58,8.36774320604142,7,1,0,0
535,28,1,39,8.376526623446562,1,1,1,0
536,35,0,46,3.7652729446248117,3,2,0,0
537,26,1,13,0.8637142182238948,1,3,1,0
538,31,0,10,12.412287422962152,4,0,1,0
539,45,1,23,8.285879357480702,4,1,0,0
540,29,0,18,12.667135933748746,2,3,1,0
541,43,0,32,12.49577329050711,6,0,0,0
542,23,0,33,10.204129002718986,3,6,1,1
543,40,1,36,8.177430745075378,4,2,1,0
544,49,0,28,6.807047557413681,2,1,1,1
545,10,1,16,10.155789569750112,5,0,1,1
546,27,0,16,7.520426402492786,3,1,1,0
547,40,0,18,6.23114221231854,4,3,1,0
548,32,0,8,1.7062859471334066,3,1,0,0
549,38,1,42,7.750684074750184,3,3,1,0
550,28,1,16,11.29001266248839,6,0,1,0
551,35,0,55,11.777949739685152,1,3,0,0
552,33,0,56,8.15983613169461,4,2,0,0
553,46,0,11,5.333868948179821,1,1,1,0
554,37,1,6,10.7082315665564,1,1,1,0
555,38,0,1,7.953903657059776,4,6,0,0
556,30,1,12,6.902973995820174,3,8,1,0
557,30,1,57,3.632255241602583,1,5,0,0
558,30,0,38,14.311284430837382,2,0,1,0
559,38,0,28,10.215195347181613,2,1,0,0
560,30,1,45,10.5387455257175,2,1,0,0
561,37,1,58,5.411572209175683,3,1,1,0
562,55,0,17,8.239249002465494,4,2,0,1
563,43,0,1,7.755518402121523,7,2,1,0
564,31,0,32,10.346283833058685,2,0,1,0
565,47,0,8,12.079155368434417,7,1,1,0
566,30,0,54,3.6973532079290914,0,2,1,0
567,14,0,40,4.77596720605068,3,0,0,0
568,24,1,56,9.937213551133716,6,2,1,0
569,16,0,43,6.475911921672658,2,2,1,0
570,31,0,46,10.44462235362431,1,0,0,1
571,35,0,24,6.88082196685397,2,2,1,0
572,51,1,10,4.253676107975011,6,2,1,0
573,38,1,47,2.721951533649114,3,0,1,0
574,32,0,39,9.452383760117689,2,4,1,0
575,43,0,39,9.525951630642258,6,2,1,1
